Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT)
11.091653,-0.0000000,-0.0000000,0.0000000,0.0000000,-0.0110000,1.0000000,0.10000,4.30000,-10.40000
11.141336,-0.0000000,-0.0000000,0.0000000,0.0000000,-0.0110000,0.9990000,0.00000,4.40000,-10.50000
11.191676,1.2210000,0.6100000,0.0000000,0.0010000,-0.0110000,0.9930000,0.00000,4.40000,-10.40000
11.241407,5.9200000,1.2210000,0.1220000,-0.0080000,0.0290000,0.9680000,0.10000,4.30000,-10.60000
11.296185,-1.6480000,-1.2820000,0.0000000,-0.0000000,-0.0030000,0.9980000,0.00000,4.30000,-10.60000
11.341126,13.0000000,2.2580000,0.0000000,0.0010000,-0.0060000,1.0060000,0.00000,4.40000,-10.60000
11.392852,-0.9160000,-0.8540000,0.3050000,-0.0040000,0.0090000,1.0090000,0.00000,4.20000,-10.60000
11.440147,1.0380000,-0.0000000,0.0000000,-0.0000000,-0.0040000,1.0160000,0.00000,4.30000,-10.60000
11.495016,13.3060000,0.7320000,-0.9160000,-0.0020000,0.0100000,1.0020000,0.00000,4.30000,-10.50000
11.541051,36.7430000,2.9910000,-0.2440000,-0.0110000,0.0500000,0.9950000,0.00000,4.10000,-10.60000
11.600523,42.9690000,2.0750000,0.0000000,-0.0040000,0.0960000,0.9830000,0.10000,3.80000,-10.70000
11.641161,42.9690000,2.3800000,-1.2210000,-0.0070000,0.1130000,0.9900000,0.00000,3.30000,-10.90000
11.690518,54.9320000,2.2580000,-2.0140000,-0.0130000,0.1430000,0.9870000,0.10000,2.90000,-11.10000
11.740475,12.6950000,1.0380000,-5.0050000,-0.0020000,0.2050000,0.9660000,0.10000,2.50000,-11.00000
11.790276,20.1420000,-1.4650000,-3.7840000,-0.0100000,0.1940000,0.9830000,0.10000,2.30000,-11.00000
11.840236,64.0260000,-1.8310000,-0.7320000,-0.0090000,0.2150000,0.9770000,0.00000,1.90000,-11.20000
11.889784,63.8430000,-1.7090000,-0.1220000,-0.0120000,0.2970000,0.9290000,0.00000,1.40000,-11.30000
11.939937,59.6920000,-3.0520000,-0.1220000,-0.0080000,0.3510000,0.9260000,0.00000,0.80000,-11.30000
11.989831,64.6360000,-5.3100000,-0.9160000,-0.0030000,0.3790000,0.9190000,0.00000,0.30000,-11.40000
12.040021,81.8480000,-7.5070000,-4.7610000,0.0110000,0.4110000,0.9240000,-0.10000,-0.20000,-11.30000
12.089714,82.3970000,-4.9440000,1.4040000,-0.0030000,0.4910000,0.8620000,-0.20000,-0.70000,-11.30000
12.139547,88.9280000,-1.1600000,0.7930000,0.0120000,0.5680000,0.7980000,-0.20000,-1.60000,-11.10000
12.189459,74.8290000,1.0380000,0.4270000,0.0110000,0.6490000,0.7500000,-0.30000,-2.40000,-10.90000
12.242935,71.7770000,-2.3190000,0.7930000,0.0070000,0.6700000,0.7280000,-0.20000,-3.10000,-10.60000
12.289349,81.9090000,2.8690000,-5.2490000,0.0050000,0.7060000,0.6930000,-0.10000,-3.80000,-10.40000
12.339178,80.6880000,-0.5490000,-3.2960000,0.0110000,0.7780000,0.6120000,-0.10000,-4.60000,-10.00000
12.388954,104.1260000,-3.5400000,-3.9670000,0.0050000,0.8100000,0.5540000,-0.10000,-5.10000,-9.60000
12.438913,85.3270000,-1.0380000,-5.4930000,0.0040000,0.8730000,0.4890000,-0.10000,-5.80000,-9.20000
12.488566,81.6650000,-5.4930000,-2.3190000,0.0000000,0.9040000,0.4290000,-0.20000,-6.60000,-8.80000
12.538410,78.1250000,0.3660000,-2.1970000,0.0050000,0.9460000,0.3370000,-0.20000,-7.20000,-8.40000
12.588347,88.3790000,-2.8690000,-6.2870000,0.0010000,0.9670000,0.2660000,0.00000,-7.70000,-7.80000
12.639173,67.8100000,0.3050000,-3.8450000,-0.0030000,0.9860000,0.1950000,0.00000,-8.10000,-7.20000
12.688225,22.7050000,-0.0610000,-2.2580000,-0.0120000,0.9990000,0.1770000,0.10000,-8.30000,-6.70000
12.737920,13.0620000,0.4880000,-7.3850000,-0.0060000,0.9790000,0.2050000,0.00000,-8.40000,-6.50000
12.788034,29.2360000,2.1360000,0.1830000,-0.0370000,0.9970000,0.1590000,0.10000,-8.50000,-6.40000
12.843224,16.9680000,-1.2210000,6.3480000,-0.0110000,0.9950000,0.1480000,0.00000,-8.70000,-6.30000
12.887611,25.9400000,0.3050000,6.2260000,-0.0050000,0.9690000,0.1480000,0.00000,-8.80000,-6.10000
12.942959,45.4710000,1.0380000,9.2160000,0.0230000,0.9980000,0.0960000,0.00000,-9.00000,-5.70000
12.987673,29.7240000,-0.4880000,1.2210000,0.0280000,0.9910000,0.0600000,-0.20000,-9.20000,-5.60000
13.037586,23.3150000,0.9160000,-5.0050000,0.0050000,0.9980000,0.0280000,0.00000,-9.40000,-5.20000
13.087200,-2.8080000,-0.3050000,-0.0610000,0.0070000,1.0110000,0.0200000,0.00000,-9.30000,-5.20000
13.137034,-0.0000000,1.0990000,-2.6250000,0.0120000,0.9900000,0.0480000,0.00000,-9.30000,-5.30000
13.186861,1.2820000,-0.1830000,1.4040000,0.0070000,0.9960000,0.0380000,0.00000,-9.30000,-5.20000
13.237069,4.4560000,-0.0610000,-1.0990000,0.0070000,0.9930000,0.0350000,0.00000,-9.30000,-5.20000
13.286813,4.7000000,-0.1830000,-0.4270000,0.0080000,0.9970000,0.0290000,0.00000,-9.30000,-5.10000
13.338281,1.2820000,0.0610000,-0.1220000,0.0060000,0.9960000,0.0210000,0.00000,-9.30000,-5.00000
13.386498,-0.5490000,0.6100000,-2.7470000,0.0060000,0.9940000,0.0310000,0.00000,-9.30000,-5.00000
13.440607,-0.0000000,-0.0000000,1.0990000,0.0070000,0.9980000,0.0240000,-0.10000,-9.30000,-5.00000
13.486165,-4.0280000,0.3050000,-1.0380000,0.0070000,0.9950000,0.0320000,-0.10000,-9.40000,-4.90000
13.543689,3.9670000,0.1220000,0.4270000,0.0020000,0.9910000,0.0320000,-0.20000,-9.40000,-5.00000
13.585957,-0.0000000,-0.1830000,0.4270000,0.0070000,0.9930000,0.0320000,-0.20000,-9.50000,-5.10000
13.635678,3.9670000,-0.0610000,-0.5490000,0.0030000,0.9910000,0.0280000,-0.20000,-9.40000,-5.10000
13.685580,3.5400000,-0.0610000,0.5490000,0.0080000,0.9990000,0.0190000,-0.10000,-9.40000,-5.00000
13.735469,-0.0000000,-0.0000000,-0.5490000,0.0030000,0.9940000,0.0250000,-0.20000,-9.30000,-5.00000
13.785736,-1.2210000,-0.0610000,-0.3660000,0.0080000,1.0010000,0.0160000,-0.20000,-9.20000,-4.90000
13.835276,-0.1220000,-0.0000000,-0.3050000,0.0060000,0.9930000,0.0250000,-0.20000,-9.30000,-5.10000
13.885135,-1.8920000,0.1830000,0.0000000,0.0100000,1.0020000,0.0200000,0.00000,-9.30000,-5.00000
13.934958,-0.9160000,-0.1830000,-0.1830000,0.0050000,0.9940000,0.0260000,-0.10000,-9.50000,-5.10000
13.985116,-1.0380000,0.1220000,-1.5260000,-0.0010000,0.9940000,0.0180000,0.10000,-9.30000,-5.00000
14.034888,0.0610000,-0.0000000,-0.6100000,0.0060000,0.9930000,0.0270000,0.00000,-9.40000,-4.90000
14.084730,0.0610000,-0.0000000,-0.4270000,0.0060000,0.9980000,0.0210000,0.00000,-9.40000,-4.80000
14.134867,-2.5020000,0.1830000,-2.1970000,0.0040000,0.9940000,0.0330000,0.00000,-9.40000,-5.00000
14.184756,1.7700000,-0.3050000,1.4040000,0.0060000,1.0010000,0.0210000,-0.10000,-9.60000,-5.00000
14.234343,-2.4410000,-0.1830000,-1.2210000,0.0020000,0.9960000,0.0250000,0.00000,-9.50000,-5.00000
14.285208,1.9530000,-0.1830000,1.3430000,0.0010000,0.9950000,0.0230000,0.00000,-9.60000,-5.00000
14.334567,0.1830000,-0.1220000,0.4270000,0.0060000,0.9970000,0.0230000,-0.10000,-9.50000,-5.00000
14.384100,1.8920000,-0.1220000,1.6480000,0.0040000,0.9960000,0.0260000,0.00000,-9.50000,-5.10000
14.433849,-1.4040000,0.1220000,-0.6100000,0.0070000,1.0000000,0.0200000,0.00000,-9.30000,-5.00000
14.489423,-1.8310000,-0.0000000,-0.6710000,0.0020000,0.9960000,0.0270000,0.00000,-9.40000,-5.20000
14.533716,-1.4040000,0.2440000,0.2440000,0.0040000,0.9980000,0.0250000,-0.10000,-9.40000,-5.20000
14.583525,0.3660000,-0.0000000,0.0000000,0.0030000,0.9960000,0.0260000,0.00000,-9.30000,-5.20000
14.633299,0.0610000,-0.0000000,-0.0610000,0.0070000,0.9960000,0.0290000,-0.10000,-9.50000,-5.10000
14.683250,-0.0610000,0.2440000,-0.9160000,0.0020000,0.9960000,0.0270000,-0.10000,-9.40000,-4.90000
14.733052,0.6710000,-0.3050000,1.2820000,0.0020000,0.9960000,0.0270000,0.00000,-9.30000,-5.00000
14.783187,-0.7320000,-0.4880000,-0.4270000,0.0030000,0.9960000,0.0270000,-0.10000,-9.40000,-5.00000
14.833015,1.2820000,-0.1830000,1.2210000,0.0050000,0.9950000,0.0300000,0.00000,-9.40000,-5.00000
14.886207,0.3050000,0.0610000,-1.5260000,0.0040000,0.9980000,0.0220000,0.00000,-9.50000,-5.00000
14.932566,-2.1970000,-0.4270000,0.2440000,0.0030000,0.9920000,0.0310000,0.00000,-9.50000,-5.10000
14.982934,-0.0000000,-0.1220000,1.0990000,0.0040000,0.9980000,0.0250000,0.00000,-9.40000,-5.20000
15.034233,0.4880000,-0.0000000,-0.2440000,0.0070000,0.9960000,0.0310000,0.00000,-9.40000,-5.00000
15.082503,3.7840000,-0.0000000,0.5490000,0.0040000,0.9970000,0.0260000,0.00000,-9.40000,-5.10000
15.132108,-1.3430000,-0.0000000,0.0000000,0.0080000,1.0000000,0.0230000,0.00000,-9.40000,-5.00000
15.182059,0.3050000,-0.0000000,0.1830000,0.0030000,0.9960000,0.0270000,0.00000,-9.30000,-5.00000
15.231793,-0.6710000,-0.0000000,0.0000000,0.0060000,0.9990000,0.0200000,0.00000,-9.30000,-5.00000
15.285740,0.4880000,-0.0000000,-0.1220000,0.0010000,0.9910000,0.0230000,0.00000,-9.30000,-5.00000
15.331700,0.1220000,0.1830000,0.6710000,0.0060000,0.9970000,0.0200000,0.00000,-9.30000,-4.90000
15.386520,-0.1830000,-0.0610000,-0.4270000,0.0050000,0.9960000,0.0240000,0.00000,-9.40000,-5.10000
15.431473,-0.0610000,-0.0000000,0.1830000,0.0040000,0.9990000,0.0190000,-0.10000,-9.20000,-5.00000
15.486373,-0.2440000,-0.0610000,0.0000000,0.0040000,0.9940000,0.0260000,-0.20000,-9.50000,-5.00000
15.532218,1.4040000,-0.0000000,0.7320000,0.0060000,1.0000000,0.0170000,0.00000,-9.50000,-4.90000
15.591179,-0.9770000,-0.0000000,-0.3050000,0.0060000,0.9950000,0.0220000,-0.10000,-9.50000,-5.00000
15.631356,-0.1830000,-0.1220000,0.4270000,0.0070000,0.9970000,0.0210000,-0.10000,-9.50000,-5.10000
15.680925,0.1220000,-0.0000000,-0.1830000,0.0040000,0.9970000,0.0190000,-0.10000,-9.40000,-5.00000
15.730600,-0.2440000,-0.0000000,0.0610000,0.0050000,0.9950000,0.0240000,-0.10000,-9.30000,-5.00000
15.780458,1.1600000,-0.1220000,0.4880000,0.0070000,0.9980000,0.0180000,0.00000,-9.30000,-5.00000
15.830456,0.6100000,-0.0000000,-0.3050000,0.0070000,0.9960000,0.0180000,-0.10000,-9.40000,-5.00000
15.880190,-0.4270000,-0.0000000,0.3050000,0.0040000,0.9920000,0.0190000,0.00000,-9.40000,-5.00000
15.930318,0.3660000,0.1220000,0.1220000,0.0040000,0.9960000,0.0180000,-0.10000,-9.20000,-5.00000
15.979787,-0.0000000,0.1220000,-0.4270000,0.0070000,0.9940000,0.0210000,0.00000,-9.30000,-5.10000
16.030621,0.2440000,-0.0000000,0.1830000,0.0070000,0.9990000,0.0190000,-0.10000,-9.30000,-5.10000
16.079794,0.9770000,0.2440000,-0.3660000,0.0050000,0.9950000,0.0210000,-0.20000,-9.50000,-5.00000
16.129747,0.4270000,-0.0610000,0.4880000,0.0040000,0.9980000,0.0180000,-0.10000,-9.40000,-4.90000
16.183519,0.7320000,-0.0000000,0.1830000,0.0060000,0.9960000,0.0160000,0.00000,-9.30000,-5.00000
16.229270,1.8920000,-0.0000000,0.4270000,0.0050000,0.9950000,0.0170000,0.00000,-9.40000,-4.80000
16.280110,0.3050000,-0.0000000,-0.3050000,0.0050000,0.9970000,0.0140000,-0.10000,-9.40000,-4.90000
16.329136,-0.4270000,-0.0000000,0.1830000,0.0050000,0.9970000,0.0150000,-0.10000,-9.40000,-5.10000
16.378851,2.6860000,-0.0000000,0.1830000,0.0050000,0.9940000,0.0150000,0.00000,-9.40000,-5.10000
16.428935,1.1600000,-0.0000000,-0.3050000,0.0030000,0.9940000,0.0160000,0.00000,-9.40000,-5.00000
16.478719,0.9160000,-0.0610000,0.4880000,0.0060000,0.9950000,0.0130000,0.00000,-9.50000,-4.90000
16.528612,-0.7320000,-0.0610000,0.0000000,0.0050000,0.9960000,0.0130000,0.00000,-9.50000,-4.80000
16.578626,-0.0000000,-0.0000000,0.0000000,0.0060000,0.9960000,0.0150000,0.00000,-9.40000,-4.90000
16.628286,0.9770000,-0.0000000,0.0610000,0.0060000,0.9960000,0.0160000,-0.20000,-9.40000,-4.90000
16.681878,-0.2440000,-0.0610000,-0.1830000,0.0070000,0.9980000,0.0130000,-0.10000,-9.40000,-4.90000
16.728168,-0.4270000,-0.0000000,0.0000000,0.0050000,0.9980000,0.0150000,-0.20000,-9.40000,-4.90000
16.777927,1.8310000,0.0610000,0.1830000,0.0060000,0.9960000,0.0130000,-0.10000,-9.40000,-4.90000
16.828301,-0.6710000,-0.0000000,0.0000000,0.0040000,0.9980000,0.0140000,0.00000,-9.70000,-4.70000
16.878084,1.2820000,0.0610000,0.1220000,0.0050000,0.9970000,0.0130000,-0.10000,-9.50000,-4.90000
16.929995,-2.1360000,-0.0000000,-0.2440000,0.0050000,0.9950000,0.0130000,0.00000,-9.40000,-4.90000
16.977444,-0.7930000,-0.0000000,0.0000000,0.0030000,0.9960000,0.0150000,0.00000,-9.50000,-5.10000
17.027447,0.0610000,0.1830000,-0.4880000,0.0070000,0.9950000,0.0140000,0.00000,-9.50000,-5.00000
17.077849,0.1220000,-0.0610000,0.0610000,0.0040000,0.9960000,0.0140000,-0.10000,-9.50000,-5.00000
17.127941,-0.5490000,-0.0000000,0.4270000,0.0060000,0.9950000,0.0170000,0.00000,-9.50000,-5.00000
17.176927,-0.1830000,-0.0000000,-0.4270000,0.0050000,0.9950000,0.0170000,0.00000,-9.40000,-5.00000
17.229707,0.6100000,-0.0000000,0.4270000,0.0070000,0.9980000,0.0130000,-0.10000,-9.30000,-4.90000
17.277204,-0.1830000,-0.0000000,0.6710000,0.0050000,0.9970000,0.0160000,-0.20000,-9.30000,-4.90000
17.332024,1.3430000,0.0610000,-0.4270000,0.0070000,0.9970000,0.0150000,-0.10000,-9.40000,-5.00000
17.376759,-2.1360000,0.2440000,-0.3660000,0.0060000,0.9970000,0.0120000,-0.10000,-9.50000,-5.00000
17.428868,-0.0000000,0.5490000,-0.9770000,0.0030000,0.9940000,0.0200000,-0.10000,-9.40000,-5.00000
17.476379,-3.6010000,0.0610000,-1.0380000,0.0020000,0.9950000,0.0190000,-0.10000,-9.50000,-4.90000
17.525972,-0.6710000,-0.0000000,-0.0610000,0.0030000,0.9950000,0.0210000,0.00000,-9.40000,-5.10000
17.576362,0.8540000,0.3050000,-0.6710000,0.0060000,0.9960000,0.0180000,0.00000,-9.50000,-5.10000
17.627236,-1.2210000,-0.0610000,-0.0610000,-0.0000000,0.9980000,0.0170000,-0.10000,-9.50000,-5.10000
17.675665,-1.5870000,-0.7930000,-0.4880000,0.0030000,0.9940000,0.0260000,0.00000,-9.50000,-5.00000
17.725488,2.7470000,-1.8310000,-7.7510000,0.0030000,0.9990000,0.0130000,0.00000,-9.50000,-4.90000
17.776097,1.4650000,-6.7140000,-8.5450000,0.0060000,1.0610000,0.1460000,0.00000,-9.40000,-4.80000
17.826945,1.0380000,2.5020000,-4.4560000,-0.0250000,1.0000000,0.0100000,0.00000,-9.40000,-5.00000
17.875324,3.0520000,-0.3050000,1.5260000,-0.0200000,0.9960000,0.0070000,0.20000,-9.30000,-4.90000
17.931678,2.1360000,-0.0610000,1.2210000,-0.0140000,1.0020000,-0.0010000,0.10000,-9.40000,-4.90000
17.975150,-5.0050000,-0.6100000,-1.4040000,-0.0110000,1.0000000,0.0040000,-0.20000,-9.40000,-4.80000
18.031871,-2.6250000,-0.2440000,-1.6480000,-0.0120000,0.9890000,0.0160000,0.00000,-9.40000,-4.90000
18.075029,-9.0330000,-0.1220000,1.1600000,-0.0110000,0.9960000,0.0140000,0.00000,-9.60000,-4.90000
18.135039,-2.8690000,0.2440000,0.9770000,-0.0120000,0.9910000,0.0270000,0.00000,-9.40000,-5.00000
18.174624,1.8920000,0.4270000,2.3800000,-0.0070000,1.0000000,0.0190000,0.10000,-9.60000,-4.90000
18.225590,-1.2820000,0.1830000,0.3050000,-0.0070000,0.9990000,0.0210000,0.20000,-9.40000,-4.90000
18.274776,-1.0990000,-0.0000000,1.5870000,-0.0060000,0.9990000,0.0230000,0.20000,-9.30000,-5.00000
18.324180,0.7320000,0.4270000,0.8540000,-0.0050000,0.9960000,0.0200000,0.00000,-9.40000,-5.10000
18.373949,-1.2210000,0.2440000,0.7320000,-0.0060000,0.9950000,0.0220000,0.00000,-9.40000,-5.10000
18.423782,0.3660000,0.1830000,1.7090000,-0.0060000,0.9950000,0.0210000,0.00000,-9.50000,-5.10000
18.474550,0.9770000,0.2440000,0.8540000,-0.0040000,0.9970000,0.0210000,0.00000,-9.40000,-5.00000
18.523571,-1.4040000,0.0610000,0.6710000,-0.0040000,0.9960000,0.0220000,0.00000,-9.50000,-5.10000
18.574752,-1.3430000,0.2440000,0.0000000,-0.0030000,0.9980000,0.0230000,-0.10000,-9.30000,-5.10000
18.623428,-1.6480000,-0.0000000,0.8540000,-0.0030000,0.9970000,0.0220000,0.00000,-9.30000,-5.00000
18.673338,0.6710000,0.4880000,-1.2210000,-0.0020000,0.9980000,0.0280000,0.00000,-9.50000,-5.00000
18.722874,-2.5020000,-0.0000000,0.9770000,-0.0060000,0.9970000,0.0240000,-0.10000,-9.30000,-5.00000
18.773075,-5.9810000,0.1220000,0.4270000,0.0000000,1.0000000,0.0310000,0.00000,-9.50000,-5.00000
18.825102,-7.5070000,0.4880000,-0.5490000,-0.0040000,1.0000000,0.0330000,0.00000,-9.30000,-5.20000
18.872930,-14.2210000,0.2440000,-0.9770000,-0.0010000,1.0020000,0.0470000,0.00000,-9.30000,-5.30000
18.922668,-16.1740000,1.2210000,-0.1830000,-0.0030000,0.9960000,0.0600000,0.10000,-9.30000,-5.30000
18.972526,-18.1270000,1.0380000,0.6100000,-0.0000000,0.9940000,0.0730000,0.00000,-9.20000,-5.30000
19.024269,-18.9210000,1.3430000,-1.0380000,-0.0010000,0.9960000,0.0840000,0.10000,-9.10000,-5.50000
19.073301,-36.8040000,1.8920000,-2.5630000,-0.0010000,0.9900000,0.1130000,0.30000,-8.90000,-5.80000
19.122403,-45.1660000,3.2960000,-2.6860000,-0.0090000,0.9830000,0.1490000,0.10000,-8.70000,-6.10000
19.179838,-47.6680000,0.8540000,0.1830000,-0.0060000,0.9780000,0.1820000,0.00000,-8.70000,-6.40000
19.222003,-49.7440000,4.1500000,-3.1130000,-0.0110000,0.9760000,0.2140000,0.10000,-8.50000,-6.80000
19.275565,-47.0580000,1.0990000,0.9770000,-0.0170000,0.9580000,0.2500000,0.10000,-8.20000,-7.00000
19.321889,-60.5470000,4.2720000,-0.3660000,-0.0070000,0.9620000,0.3040000,0.00000,-8.10000,-7.30000
19.381279,-78.7350000,4.8220000,1.8310000,-0.0130000,0.9350000,0.3520000,0.00000,-7.70000,-7.90000
19.421472,-77.1480000,4.5170000,4.8220000,-0.0060000,0.8840000,0.4210000,0.10000,-7.30000,-8.30000
19.471345,-80.0780000,9.0940000,0.9770000,-0.0150000,0.8690000,0.4690000,0.00000,-6.50000,-8.80000
19.521339,-64.5140000,-1.0990000,4.1500000,0.0060000,0.8330000,0.5510000,0.00000,-6.00000,-9.30000
19.571414,-67.8710000,3.1740000,-2.9300000,-0.0140000,0.7880000,0.6010000,0.10000,-5.50000,-9.70000
19.621110,-65.9180000,4.7610000,-0.7320000,-0.0510000,0.7240000,0.5820000,0.00000,-4.90000,-10.10000
19.670677,-59.8140000,0.7320000,4.4560000,-0.0240000,0.7470000,0.6630000,0.10000,-4.50000,-10.30000
19.720946,-106.9950000,24.1700000,15.8690000,0.0220000,0.6590000,0.7470000,0.10000,-3.80000,-10.50000
19.770603,-98.4500000,11.1690000,-1.9530000,-0.0100000,0.6220000,0.7950000,0.10000,-3.10000,-10.90000
19.826736,-76.5380000,-1.7700000,-1.7090000,-0.0300000,0.5620000,0.7950000,0.10000,-2.20000,-11.10000
19.870420,-84.8390000,-3.3570000,-3.0520000,-0.0120000,0.5250000,0.8490000,0.20000,-1.40000,-11.40000
19.920259,-78.0640000,-1.2210000,-0.4270000,-0.0230000,0.3900000,0.9100000,0.10000,-0.70000,-11.30000
19.969946,-78.5520000,-2.8690000,-1.7090000,-0.0130000,0.3640000,0.9200000,0.00000,0.00000,-11.50000
20.021664,-88.9890000,-2.7470000,-3.2960000,-0.0110000,0.3060000,0.9500000,0.20000,0.70000,-11.40000
20.069931,-71.6550000,-0.6100000,0.0000000,-0.0070000,0.2580000,0.9460000,0.10000,1.50000,-11.30000
20.119820,-58.5330000,-4.2720000,0.7320000,-0.0210000,0.1540000,0.9790000,0.30000,2.30000,-11.10000
20.170199,-44.6780000,-3.7840000,1.8310000,-0.0040000,0.1160000,0.9860000,0.20000,2.90000,-11.10000
20.219415,-47.7910000,-2.3190000,-0.3050000,-0.0100000,0.0820000,0.9960000,0.10000,3.40000,-11.00000
20.269323,-35.9500000,-4.1500000,1.2210000,-0.0100000,0.0190000,1.0180000,0.00000,3.80000,-11.00000
20.319189,-11.9630000,-0.7930000,0.3660000,-0.0010000,0.0210000,0.9990000,0.20000,4.10000,-10.70000
20.369076,-10.7420000,-1.1600000,0.7930000,0.0010000,0.0140000,1.0020000,0.00000,4.10000,-10.70000
20.418950,-9.8270000,-0.1220000,-0.1220000,-0.0160000,-0.0930000,1.0480000,0.00000,4.10000,-10.60000
20.468673,-3.3570000,-0.4880000,-0.2440000,-0.0050000,0.0230000,0.9840000,0.10000,4.20000,-10.50000
20.519782,-0.7930000,-0.3660000,-0.2440000,-0.0020000,0.0030000,0.9930000,0.00000,4.20000,-10.30000
20.567690,-2.7470000,0.2440000,0.0000000,-0.0000000,-0.0000000,1.0030000,0.00000,4.20000,-10.40000
20.618305,0.6710000,-0.7930000,0.1220000,-0.0000000,0.0050000,1.0000000,0.10000,4.20000,-10.30000
20.668187,-3.2960000,0.1220000,0.1220000,0.0030000,0.0000000,0.9980000,0.10000,4.30000,-10.50000
20.718078,-4.0280000,0.4270000,0.1830000,0.0010000,-0.0020000,1.0000000,0.20000,4.20000,-10.30000
20.767777,-0.6100000,0.1830000,0.0000000,0.0020000,0.0000000,1.0050000,0.00000,4.40000,-10.40000
20.818071,-0.3050000,0.1830000,-0.2440000,0.0030000,-0.0070000,1.0020000,0.10000,4.40000,-10.40000
20.867726,-0.1220000,0.4270000,-0.1220000,0.0020000,-0.0050000,0.9960000,0.00000,4.40000,-10.50000
20.917664,-0.3660000,-0.1830000,-0.1220000,-0.0040000,-0.0010000,0.9920000,0.00000,4.50000,-10.70000
20.967238,-1.1600000,-0.2440000,0.1220000,0.0120000,0.0050000,1.0080000,0.00000,4.50000,-10.50000
21.018803,-0.8540000,-0.0610000,0.0000000,0.0060000,-0.0090000,1.0040000,0.00000,4.30000,-10.50000
21.067139,-0.2440000,0.0610000,-0.0610000,-0.0010000,-0.0050000,0.9940000,0.00000,4.40000,-10.50000
21.121991,-0.6710000,-0.0610000,0.0610000,0.0010000,-0.0050000,1.0010000,0.00000,4.40000,-10.50000
21.167118,0.4880000,1.0380000,0.0000000,-0.0010000,-0.0050000,1.0020000,-0.10000,4.40000,-10.50000
21.217674,-0.1220000,-0.6710000,-0.1830000,-0.0080000,-0.0150000,1.0010000,0.00000,4.50000,-10.50000
21.266759,-3.6620000,-1.1600000,0.0000000,0.0150000,-0.0640000,1.0000000,0.00000,4.20000,-10.40000
21.316689,1.7090000,0.3660000,0.0610000,0.0020000,-0.0080000,1.0010000,0.00000,4.30000,-10.50000
21.366761,-0.7930000,-0.0000000,0.0610000,-0.0110000,0.0100000,0.9840000,0.00000,4.30000,-10.40000
21.416272,0.3660000,0.1830000,0.1830000,-0.0030000,-0.0030000,0.9830000,0.00000,4.30000,-10.50000
21.466638,-0.3050000,0.3660000,-0.1220000,0.0040000,-0.0050000,0.9990000,0.10000,4.40000,-10.60000
21.515967,-0.5490000,-0.1830000,0.0000000,-0.0030000,0.0050000,0.9960000,0.10000,4.40000,-10.60000
21.565890,-0.4880000,-0.0000000,0.0000000,-0.0140000,0.0270000,1.0020000,0.00000,4.40000,-10.60000
21.615837,-2.9910000,-0.7930000,0.1830000,0.0040000,-0.0340000,0.9950000,0.00000,4.40000,-10.70000
21.665609,-0.4270000,-0.0000000,0.0000000,-0.0010000,-0.0080000,0.9960000,0.00000,4.50000,-10.60000
21.715443,-0.0610000,-0.0000000,0.0000000,-0.0010000,-0.0080000,0.9960000,0.10000,4.40000,-10.50000
21.765389,-0.0000000,0.0610000,0.0000000,0.0010000,-0.0110000,0.9980000,0.10000,4.30000,-10.50000
21.815072,-0.0000000,-0.0000000,0.0000000,-0.0000000,-0.0100000,0.9980000,0.00000,4.40000,-10.50000
21.865123,-0.0000000,0.0610000,0.0000000,0.0000000,-0.0100000,0.9960000,0.00000,4.30000,-10.50000
21.914856,-0.0000000,-0.0000000,0.0000000,0.0010000,-0.0120000,0.9960000,0.00000,4.30000,-10.60000
21.964545,-0.0000000,-0.0000000,0.0000000,-0.0000000,-0.0100000,0.9950000,0.20000,4.40000,-10.50000
22.014627,0.0610000,-0.0000000,0.0610000,0.0000000,-0.0100000,0.9980000,0.10000,4.40000,-10.50000
22.064459,-0.0000000,-0.0000000,0.0000000,0.0010000,-0.0120000,0.9990000,0.00000,4.40000,-10.40000
22.114127,-0.0000000,-0.0000000,0.0000000,-0.0000000,-0.0100000,0.9980000,0.00000,4.40000,-10.60000
22.164573,0.0610000,-0.0000000,0.0000000,0.0000000,-0.0110000,0.9970000,0.10000,4.30000,-10.50000
22.214155,-0.0000000,0.0610000,0.0610000,0.0020000,-0.0100000,0.9970000,0.00000,4.30000,-10.60000
22.264089,-0.0000000,-0.0000000,0.0000000,-0.0000000,-0.0090000,0.9980000,0.10000,4.40000,-10.60000
22.313571,-0.0000000,-0.0000000,0.0610000,-0.0000000,-0.0100000,0.9970000,0.00000,4.40000,-10.50000
22.363901,-0.0000000,-0.0000000,0.0000000,0.0000000,-0.0100000,0.9970000,0.00000,4.40000,-10.50000
22.413828,0.0610000,0.0610000,0.0610000,-0.0000000,-0.0090000,0.9970000,0.00000,4.30000,-10.50000
22.463789,0.0610000,-0.0000000,0.0000000,0.0010000,-0.0110000,0.9960000,-0.10000,4.30000,-10.40000
22.513434,-0.0000000,-0.0000000,0.0000000,0.0010000,-0.0120000,0.9980000,-0.10000,4.30000,-10.50000
