Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT)
22.938532,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,7.90000,0.20000,-28.30000
22.987765,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.00000,0.40000,-28.30000
23.037998,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0100000,0.9940000,8.10000,0.20000,-28.30000
23.087737,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,7.90000,0.20000,-28.30000
23.137864,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9950000,8.00000,0.20000,-28.30000
23.187406,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9950000,8.00000,0.10000,-28.30000
23.239089,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9960000,8.10000,0.20000,-28.40000
23.287040,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0130000,0.9970000,8.10000,0.20000,-28.30000
23.338282,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0130000,0.9940000,8.10000,0.20000,-28.40000
23.386965,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0130000,0.9900000,8.10000,0.30000,-28.40000
23.437822,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0120000,0.9860000,8.00000,0.20000,-28.30000
23.486678,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0100000,0.9950000,8.20000,0.50000,-28.20000
23.538061,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0090000,0.9970000,8.10000,0.30000,-28.30000
23.586675,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0120000,0.9960000,8.20000,0.40000,-28.20000
23.637064,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0110000,0.9940000,8.00000,0.30000,-28.40000
23.686354,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0100000,0.9960000,7.90000,0.30000,-28.40000
23.736855,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0120000,0.9950000,8.00000,0.30000,-28.40000
23.785857,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9960000,8.00000,0.30000,-28.30000
23.839011,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.40000,-28.30000
23.885743,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9960000,8.10000,0.10000,-28.20000
23.937643,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9940000,8.10000,0.20000,-28.40000
23.986004,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9940000,8.20000,0.20000,-28.30000
24.035726,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9960000,8.20000,0.30000,-28.30000
24.085427,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9940000,8.20000,0.20000,-28.30000
24.135092,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9960000,8.20000,0.40000,-28.40000
24.185065,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.20000,0.40000,-28.30000
24.234719,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0120000,0.9950000,8.30000,0.40000,-28.40000
24.285142,0.5490000,0.1830000,0.0000000,0.0050000,0.0100000,1.0060000,8.20000,0.40000,-28.30000
24.337210,-0.0000000,-0.0000000,0.0000000,0.0100000,-0.0010000,0.9880000,8.40000,0.50000,-28.30000
24.386787,0.0610000,0.0610000,0.0000000,0.0030000,0.0110000,0.9970000,8.10000,0.30000,-28.30000
24.434417,-0.0000000,-0.0000000,0.0000000,0.0050000,0.0170000,0.9970000,8.10000,0.30000,-28.30000
24.484591,-0.0000000,0.0610000,0.0000000,0.0030000,0.0090000,0.9950000,8.20000,0.30000,-28.30000
24.534792,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0130000,0.9950000,8.10000,0.10000,-28.40000
24.585236,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0070000,0.9950000,8.10000,0.20000,-28.40000
24.633786,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0090000,0.9960000,8.10000,0.20000,-28.30000
24.684078,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0130000,0.9950000,8.00000,0.30000,-28.40000
24.733652,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9940000,8.10000,0.30000,-28.40000
24.783805,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9960000,8.10000,0.30000,-28.40000
24.835031,-0.0000000,-0.0000000,0.0610000,0.0020000,0.0110000,0.9940000,8.10000,0.20000,-28.30000
24.884220,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.00000,0.30000,-28.40000
24.933698,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9960000,8.10000,0.30000,-28.20000
24.983317,-0.0610000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.30000,-28.40000
25.033535,-0.0000000,-0.0000000,0.0610000,0.0010000,0.0110000,0.9950000,7.90000,0.20000,-28.30000
25.085489,-0.0000000,-0.0000000,0.0610000,0.0010000,0.0100000,0.9950000,8.00000,0.20000,-28.50000
25.132386,-0.0000000,-0.0000000,0.0000000,-0.0000000,0.0110000,0.9940000,8.00000,0.30000,-28.30000
25.185170,-0.0610000,-0.0610000,0.0000000,0.0010000,0.0100000,0.9960000,8.00000,0.40000,-28.40000
25.233246,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.20000,-28.40000
25.283551,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.30000,0.30000,-28.50000
25.332244,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.00000,0.20000,-28.40000
25.388616,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9940000,8.00000,0.20000,-28.40000
25.431964,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9960000,8.00000,0.20000,-28.30000
25.481957,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9950000,8.00000,0.30000,-28.40000
25.533756,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0090000,0.9950000,8.10000,0.40000,-28.20000
25.581794,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9960000,8.00000,0.20000,-28.20000
25.631435,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.50000,-28.30000
25.683215,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.40000,-28.30000
25.731648,-0.1220000,-0.1220000,0.0000000,0.0020000,0.0110000,0.9950000,7.90000,0.40000,-28.30000
25.784423,-0.0000000,0.0610000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.50000,-28.30000
25.837232,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.30000,-28.30000
25.889253,-0.0000000,-0.0000000,0.0610000,0.0010000,0.0110000,0.9950000,8.10000,0.30000,-28.40000
25.930926,-0.0000000,0.0610000,0.0000000,0.0010000,0.0120000,0.9950000,8.20000,0.20000,-28.20000
25.980845,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.20000,-28.30000
26.030736,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0110000,0.9960000,8.20000,0.20000,-28.50000
26.080519,-0.0000000,-0.0610000,0.0000000,0.0020000,0.0110000,0.9950000,8.20000,0.20000,-28.40000
26.130724,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9950000,8.10000,0.30000,-28.40000
26.180161,0.0610000,-0.0000000,0.0000000,0.0010000,0.0120000,0.9950000,8.00000,0.20000,-28.40000
26.230251,0.0610000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9940000,8.00000,0.30000,-28.30000
26.279680,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.00000,0.20000,-28.30000
26.331981,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,7.90000,0.20000,-28.40000
26.384591,0.0610000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9940000,8.00000,0.20000,-28.30000
26.437030,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9960000,8.10000,0.40000,-28.40000
26.479669,-0.0000000,-0.0000000,0.0610000,0.0020000,0.0110000,0.9950000,8.10000,0.30000,-28.30000
26.531717,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9950000,8.10000,0.20000,-28.30000
26.583261,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.20000,0.20000,-28.20000
26.630987,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.30000,-28.30000
26.689267,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9950000,8.20000,0.30000,-28.40000
26.733693,-0.0000000,-0.0000000,0.0610000,0.0030000,0.0100000,0.9950000,8.10000,0.30000,-28.30000
26.780513,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9960000,8.10000,0.30000,-28.40000
26.834213,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.20000,-28.30000
26.879924,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0100000,0.9960000,8.20000,0.30000,-28.20000
26.928989,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.30000,-28.30000
26.978173,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.00000,0.40000,-28.30000
27.029232,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,7.90000,0.40000,-28.40000
27.078982,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9940000,7.90000,0.20000,-28.30000
27.130126,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9960000,7.90000,0.20000,-28.40000
27.178059,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.00000,0.20000,-28.20000
27.229134,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0090000,0.9950000,8.00000,0.30000,-28.30000
27.277547,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.10000,0.30000,-28.30000
27.327597,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.30000,-28.30000
27.377852,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9950000,8.00000,0.30000,-28.30000
27.429212,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0110000,0.9950000,8.10000,0.30000,-28.30000
27.477904,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0120000,0.9950000,8.30000,0.50000,-28.50000
27.527339,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9960000,8.10000,0.40000,-28.40000
27.577477,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.20000,0.30000,-28.10000
27.629229,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0120000,0.9960000,8.10000,0.30000,-28.30000
27.676699,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.00000,0.30000,-28.30000
27.730107,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9960000,8.20000,0.30000,-28.30000
27.777330,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9960000,8.10000,0.30000,-28.10000
27.827807,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.10000,0.30000,-28.30000
27.884612,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0120000,0.9950000,8.00000,0.30000,-28.30000
27.926105,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9960000,8.40000,0.10000,-27.50000
27.976235,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9940000,8.10000,0.20000,-28.00000
28.025735,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.40000,-28.30000
28.077485,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.40000,-28.30000
28.125559,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.00000,0.20000,-28.30000
28.175618,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9960000,8.00000,0.20000,-28.30000
28.225341,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9940000,8.10000,0.30000,-28.40000
28.277940,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.40000,-28.40000
28.325246,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.10000,0.40000,-28.40000
28.375194,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0110000,0.9950000,8.00000,0.30000,-28.40000
28.436179,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9960000,8.10000,0.30000,-28.40000
28.474962,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.30000,0.50000,-28.00000
28.524779,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9960000,8.10000,0.30000,-28.10000
28.574594,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9960000,8.00000,0.40000,-28.20000
28.624329,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0120000,0.9960000,8.10000,0.30000,-28.20000
28.674602,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9960000,8.10000,0.30000,-28.40000
28.724169,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.00000,0.30000,-28.30000
28.774723,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.00000,0.20000,-28.40000
28.823932,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.00000,0.40000,-28.50000
28.873883,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9960000,8.10000,0.30000,-28.40000
28.923560,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9950000,8.10000,0.30000,-28.30000
28.973619,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.30000,-28.40000
29.023284,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.40000,-28.30000
29.078160,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9940000,8.00000,0.40000,-28.30000
29.123044,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0120000,0.9960000,7.90000,0.20000,-28.20000
29.173218,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9950000,7.90000,0.30000,-28.40000
29.223040,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0100000,0.9950000,7.90000,0.30000,-28.30000
29.273528,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9960000,8.00000,0.30000,-28.30000
29.322960,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9960000,8.00000,0.10000,-28.20000
29.372698,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.00000,0.20000,-28.30000
29.422649,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.30000,-28.30000
29.472043,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.10000,0.20000,-28.40000
29.522218,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.20000,0.30000,-28.40000
29.573702,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.00000,0.30000,-28.40000
29.621950,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.20000,0.50000,-28.30000
29.675855,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9960000,8.00000,0.30000,-28.30000
29.721719,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0110000,0.9950000,8.00000,0.30000,-28.20000
29.773366,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.30000,-28.30000
29.821431,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,7.80000,0.30000,-28.30000
29.871538,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9960000,8.00000,0.30000,-28.30000
29.921617,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9960000,8.10000,0.40000,-28.30000
29.971074,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0100000,0.9950000,8.10000,0.30000,-28.30000
30.021139,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0120000,0.9950000,8.10000,0.20000,-28.40000
30.070987,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0120000,0.9950000,8.10000,0.30000,-28.40000
30.130482,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0090000,0.9950000,8.10000,0.30000,-28.40000
30.170594,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.10000,0.30000,-28.30000
30.223134,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.00000,0.20000,-28.30000
30.270574,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.20000,0.20000,-28.30000
30.332197,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.00000,0.30000,-28.30000
30.383518,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9960000,8.10000,0.50000,-28.30000
30.420198,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.40000,-28.30000
30.470814,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.20000,-28.30000
30.520316,5.5540000,0.6100000,0.0000000,0.0200000,-0.0420000,0.9720000,8.10000,0.30000,-28.40000
30.571028,2.6860000,0.6710000,0.0000000,-0.0020000,0.0170000,0.9980000,8.10000,0.10000,-28.20000
30.630836,1.0380000,0.2440000,0.0000000,0.0010000,0.0150000,0.9960000,8.10000,0.20000,-28.40000
30.673999,0.9160000,-0.3050000,0.0000000,-0.0000000,0.0210000,0.9910000,8.00000,0.10000,-28.30000
30.721750,-2.0750000,-0.2440000,0.0000000,0.0030000,0.0120000,0.9980000,8.10000,0.10000,-28.30000
30.770655,0.3050000,0.2440000,0.0000000,-0.0010000,0.0140000,0.9950000,8.10000,0.20000,-28.40000
30.819722,3.9670000,0.4880000,-0.0610000,0.0010000,0.0140000,1.0020000,8.10000,0.30000,-28.30000
30.874715,0.1830000,-0.0000000,0.0000000,0.0020000,0.0080000,0.9960000,8.10000,0.30000,-28.40000
30.925507,-0.2440000,-0.1220000,0.0000000,0.0080000,0.0050000,0.9930000,8.10000,0.20000,-28.50000
30.968991,-0.0610000,-0.0610000,0.0000000,0.0010000,0.0090000,0.9950000,8.10000,0.10000,-28.40000
31.019017,-0.0610000,-0.0610000,0.0610000,0.0040000,0.0120000,0.9990000,8.20000,0.20000,-28.40000
31.068639,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0070000,0.9960000,8.10000,0.40000,-28.30000
31.120342,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9970000,8.00000,0.40000,-28.20000
31.169336,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0100000,0.9940000,7.90000,0.30000,-28.30000
31.218522,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0080000,0.9960000,7.90000,0.30000,-28.40000
31.268246,-0.0000000,0.0610000,0.0000000,0.0020000,0.0110000,0.9940000,7.90000,0.10000,-28.30000
31.318256,-0.0000000,-0.0610000,0.0000000,0.0010000,0.0100000,0.9960000,7.80000,0.30000,-28.40000
31.368045,-0.0000000,-0.0000000,0.0610000,0.0020000,0.0110000,0.9950000,8.00000,0.30000,-28.30000
31.419025,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.30000,-28.30000
31.467815,0.0610000,0.0610000,0.0000000,0.0020000,0.0120000,0.9950000,8.00000,0.30000,-28.40000
31.519650,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9960000,8.10000,0.20000,-28.40000
31.567550,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.10000,0.30000,-28.40000
31.621464,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.30000,-28.40000
31.667403,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9960000,8.10000,0.30000,-28.30000
31.719587,-0.0610000,-0.0000000,0.0000000,0.0020000,0.0090000,0.9940000,8.20000,0.20000,-28.40000
31.772643,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.40000,-28.30000
31.817006,-0.0610000,-0.0610000,0.0000000,0.0010000,0.0120000,0.9970000,8.10000,0.30000,-28.40000
31.867126,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0120000,0.9960000,8.00000,0.20000,-28.30000
31.917014,-0.0610000,0.0610000,0.0000000,0.0010000,0.0100000,0.9970000,8.00000,0.20000,-28.30000
31.966846,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9960000,8.00000,0.20000,-28.40000
32.017204,-0.0000000,-0.0000000,0.0000000,0.0040000,0.0120000,0.9950000,8.10000,0.40000,-28.40000
32.066659,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0090000,0.9930000,8.10000,0.20000,-28.20000
32.116350,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9960000,8.20000,0.30000,-28.30000
32.165952,-0.0000000,-0.0000000,0.0000000,-0.0000000,0.0110000,0.9950000,8.10000,0.20000,-28.40000
32.216004,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.40000,-28.30000
32.267745,-0.0000000,-0.0000000,0.0000000,0.0000000,0.0100000,0.9950000,8.00000,0.30000,-28.40000
32.316452,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9940000,8.10000,0.30000,-28.40000
32.372208,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9960000,8.10000,0.40000,-28.30000
32.415917,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9960000,8.10000,0.50000,-28.30000
32.467314,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9970000,8.10000,0.30000,-28.40000
32.515502,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.00000,0.30000,-28.30000
32.565428,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9930000,8.00000,0.30000,-28.30000
32.618253,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9960000,8.00000,0.20000,-28.30000
32.665756,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.40000,-28.30000
32.714864,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.30000,-28.30000
32.780204,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.00000,0.30000,-28.40000
32.814579,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.00000,0.30000,-28.30000
32.865601,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9950000,8.10000,0.30000,-28.40000
32.915100,-0.0000000,-0.0000000,0.0000000,0.0040000,0.0090000,0.9940000,8.10000,0.30000,-28.40000
32.966796,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.40000,-28.40000
33.014344,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9960000,8.20000,0.40000,-28.30000
33.064190,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9940000,8.00000,0.30000,-28.30000
33.114021,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9940000,7.90000,0.40000,-28.20000
33.164105,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0090000,0.9950000,8.10000,0.20000,-28.30000
33.214540,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9970000,8.00000,0.30000,-28.20000
33.263743,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9960000,7.90000,0.20000,-28.20000
33.313722,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9960000,8.00000,0.20000,-28.20000
33.363877,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9950000,8.10000,0.30000,-28.30000
33.413939,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.00000,0.10000,-28.30000
33.466248,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,7.90000,0.20000,-28.30000
33.513274,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0090000,0.9930000,8.00000,0.30000,-28.40000
33.568195,-0.2440000,-0.1220000,0.0000000,-0.0050000,0.0110000,1.0020000,7.90000,0.20000,-28.30000
33.613275,0.1830000,0.0610000,0.0000000,-0.0010000,0.0160000,0.9980000,8.10000,0.30000,-28.30000
33.664773,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0100000,0.9920000,8.10000,0.20000,-28.40000
33.713683,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0140000,0.9950000,8.20000,0.20000,-28.40000
33.767121,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0090000,0.9950000,8.00000,0.30000,-28.30000
33.812678,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0070000,0.9960000,8.10000,0.30000,-28.40000
33.862684,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0130000,0.9950000,8.10000,0.20000,-28.40000
33.916704,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9960000,8.10000,0.30000,-28.40000
33.962792,-0.0000000,-0.0000000,0.0000000,0.0030000,0.0120000,0.9950000,8.10000,0.20000,-28.30000
34.012195,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0100000,0.9950000,8.10000,0.30000,-28.40000
34.062398,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0090000,0.9960000,8.20000,0.20000,-28.40000
34.111976,0.0610000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9960000,8.10000,0.20000,-28.30000
34.161575,0.1220000,-0.0000000,0.0000000,0.0020000,0.0090000,0.9950000,8.10000,0.30000,-28.30000
34.216961,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9960000,8.00000,0.30000,-28.40000
34.261196,-0.0000000,0.0610000,0.0000000,0.0020000,0.0110000,0.9950000,8.00000,0.40000,-28.40000
34.314345,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.00000,0.20000,-28.30000
34.361395,-0.0000000,-0.0610000,0.0000000,0.0020000,0.0110000,0.9950000,8.20000,0.40000,-28.40000
34.411376,-0.0000000,-0.0610000,0.0000000,0.0020000,0.0100000,0.9950000,8.00000,0.20000,-28.30000
34.468426,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0110000,0.9950000,8.10000,0.40000,-28.20000
34.510943,-0.0000000,-0.0000000,0.0000000,0.0010000,0.0110000,0.9960000,8.20000,0.40000,-28.30000
34.561086,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9950000,8.10000,0.30000,-28.30000
34.610811,-0.0000000,-0.0000000,0.0000000,0.0020000,0.0100000,0.9960000,8.00000,0.30000,-28.20000
